Encompass Health Rehabilitation Hospital of Gadsden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"801 Goodyear Avenue, Gadsden, AL 35903-1133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State License # - H2804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medicare (CCN) # - 013032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hospital Financial Aide Policy - Our hospital offers a financial aide policy.  For more information go to the hospital's main website and click on ""For Patients"" and then select ""Financial Assistance""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prices Posted and Effective 1/1/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note 1: General file information and additional details can be found on the Price Transparency page of this hospital's website,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note 2: SHOPPABLE SERVICE NOT OFFERED AT HOSPITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note 3: Plan does not pay our hospital for the SHOPPABLE_SERVICES and/or the BILLING_REVENUE_SERVICE_CODE beginning with CMG. The Negotiated Charge for a specific Plan will only be displayed for applicable SHOPPABLE_SERVICES.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PATIENT_TYPE,SHOPPABLE_SERVICES,BILLING_REVENUE_SERVICE_CODE,GROSS_CHARGE,DISCOUNTED_CASH_PRICE,DEIDENTIFIED_MIN_NEGOTIATED_CHARGE,DEIDENTIFIED_MAX_NEGOTIATED_CHARGE,AETNA (AET) negotiated charge,AETNA MEDICARE (AETM) negotiated charge,ALAMED (ALMD) negotiated charge,AMBETTER AL EXCHANGE (AALZ) negotiated charge,ASCENSION COMPLETE MCR (ASCM) negotiated charge,BC FEP (BCFD) negotiated charge,BC/BS ALABAMA (BCAL) negotiated charge,BCBS AL MEDICARE ADVANTAG (BCAD) negotiated charge,BCBS OF AL EXCHANGE (BALZ) negotiated charge,CAREWORKS WORK COMP (CRWW) negotiated charge,CHAMPVA (CVA) negotiated charge,CIGNA (CIG) negotiated charge,HEALTHSPRING MEDICARE (HLSM) negotiated charge,MEDICARE (MCR) negotiated charge,MULTIPLAN WORK COMP (MULW) negotiated charge,PARADIGM WORK COMP (PARW) negotiated charge,PRIVATE HEALTHCARE SYSTEM (PHST) negotiated charge,THREE RIVERS HEALTH WC (TRPW) negotiated charge,TRICARE (TRI) negotiated charge,TRICARE FOR LIFE (TRIM) negotiated charge,UHC VA CCN (UHV) negotiated charge,UNITED HEALTHCARE (UHC) negotiated charge,UNITED HEALTHCARE EXCHANG (UHCZ) negotiated charge,UNITED HLTHCARE MEDICARE (UHCM) negotiated charge,VIVA HEALTH (VIH) negotiated charge,VIVA MEDICARE (VIVM) negotiated charge,WELLCARE MEDICARE (WLCM) negotiated charge
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Neurological conditions,CMG 0604-C,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$23716.21,$27901.42,Note 3,$27901.42,Note 3,Note 3,$27901.42,Note 3,Note 3,$27064.38,Note 3,Note 3,$27901.42,Note 3,$27901.42,$27901.42,Note 3,$27901.42,Note 3,Note 3,$27901.42,$27901.42,$27901.42,Note 3,Note 3,$26506.35,Note 3,$23716.21,$27901.42
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Neurological conditions,CMG 0604-D,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$22140.22,$26047.31,Note 3,$26047.31,Note 3,Note 3,$26047.31,Note 3,Note 3,$25265.89,Note 3,Note 3,$26047.31,Note 3,$26047.31,$26047.31,Note 3,$26047.31,Note 3,Note 3,$26047.31,$26047.31,$26047.31,Note 3,Note 3,$24744.95,Note 3,$22140.22,$26047.31
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Hip fracture,CMG 0701-A,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$10801.72,$12707.90,Note 3,$12707.90,Note 3,Note 3,$12707.90,Note 3,Note 3,$12326.67,Note 3,Note 3,$12707.90,Note 3,$12707.90,$12707.90,Note 3,$12707.90,Note 3,Note 3,$12707.90,$12707.90,$12707.90,Note 3,Note 3,$12072.51,Note 3,$10801.72,$12707.90
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Hip fracture,CMG 0701-B,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$15953.27,$18768.55,Note 3,$18768.55,Note 3,Note 3,$18768.55,Note 3,Note 3,$18205.49,Note 3,Note 3,$18768.55,Note 3,$18768.55,$18768.55,Note 3,$18768.55,Note 3,Note 3,$18768.55,$18768.55,$18768.55,Note 3,Note 3,$17830.12,Note 3,$15953.27,$18768.55
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Hip fracture,CMG 0701-C,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$12340.82,$14518.62,Note 3,$14518.62,Note 3,Note 3,$14518.62,Note 3,Note 3,$14083.06,Note 3,Note 3,$14518.62,Note 3,$14518.62,$14518.62,Note 3,$14518.62,Note 3,Note 3,$14518.62,$14518.62,$14518.62,Note 3,Note 3,$13792.69,Note 3,$12340.82,$14518.62
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Hip fracture,CMG 0701-D,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$11690.84,$13753.93,Note 3,$13753.93,Note 3,Note 3,$13753.93,Note 3,Note 3,$13341.31,Note 3,Note 3,$13753.93,Note 3,$13753.93,$13753.93,Note 3,$13753.93,Note 3,Note 3,$13753.93,$13753.93,$13753.93,Note 3,Note 3,$13066.23,Note 3,$11690.84,$13753.93
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Hip fracture,CMG 0702-A,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$13340.61,$15694.83,Note 3,$15694.83,Note 3,Note 3,$15694.83,Note 3,Note 3,$15223.99,Note 3,Note 3,$15694.83,Note 3,$15694.83,$15694.83,Note 3,$15694.83,Note 3,Note 3,$15694.83,$15694.83,$15694.83,Note 3,Note 3,$14910.09,Note 3,$13340.61,$15694.83
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Hip fracture,CMG 0702-B,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$19705.63,$23183.10,Note 3,$23183.10,Note 3,Note 3,$23183.10,Note 3,Note 3,$22487.60,Note 3,Note 3,$23183.10,Note 3,$23183.10,$23183.10,Note 3,$23183.10,Note 3,Note 3,$23183.10,$23183.10,$23183.10,Note 3,Note 3,$22023.94,Note 3,$19705.63,$23183.10
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Hip fracture,CMG 0702-C,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$15243.50,$17933.53,Note 3,$17933.53,Note 3,Note 3,$17933.53,Note 3,Note 3,$17395.52,Note 3,Note 3,$17933.53,Note 3,$17933.53,$17933.53,Note 3,$17933.53,Note 3,Note 3,$17933.53,$17933.53,$17933.53,Note 3,Note 3,$17036.85,Note 3,$15243.50,$17933.53
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Hip fracture,CMG 0702-D,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$14439.60,$16987.77,Note 3,$16987.77,Note 3,Note 3,$16987.77,Note 3,Note 3,$16478.14,Note 3,Note 3,$16987.77,Note 3,$16987.77,$16987.77,Note 3,$16987.77,Note 3,Note 3,$16987.77,$16987.77,$16987.77,Note 3,Note 3,$16138.38,Note 3,$14439.60,$16987.77
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Hip fracture,CMG 0703-A,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$16406.10,$19301.29,Note 3,$19301.29,Note 3,Note 3,$19301.29,Note 3,Note 3,$18722.25,Note 3,Note 3,$19301.29,Note 3,$19301.29,$19301.29,Note 3,$19301.29,Note 3,Note 3,$19301.29,$19301.29,$19301.29,Note 3,Note 3,$18336.23,Note 3,$16406.10,$19301.29
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Hip fracture,CMG 0703-B,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$24232.64,$28508.98,Note 3,$28508.98,Note 3,Note 3,$28508.98,Note 3,Note 3,$27653.71,Note 3,Note 3,$28508.98,Note 3,$28508.98,$28508.98,Note 3,$28508.98,Note 3,Note 3,$28508.98,$28508.98,$28508.98,Note 3,Note 3,$27083.53,Note 3,$24232.64,$28508.98
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Hip fracture,CMG 0703-C,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$18745.28,$22053.27,Note 3,$22053.27,Note 3,Note 3,$22053.27,Note 3,Note 3,$21391.67,Note 3,Note 3,$22053.27,Note 3,$22053.27,$22053.27,Note 3,$22053.27,Note 3,Note 3,$22053.27,$22053.27,$22053.27,Note 3,Note 3,$20950.61,Note 3,$18745.28,$22053.27
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Hip fracture,CMG 0703-D,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$17756.95,$20890.53,Note 3,$20890.53,Note 3,Note 3,$20890.53,Note 3,Note 3,$20263.81,Note 3,Note 3,$20890.53,Note 3,$20890.53,$20890.53,Note 3,$20890.53,Note 3,Note 3,$20890.53,$20890.53,$20890.53,Note 3,Note 3,$19846.00,Note 3,$17756.95,$20890.53
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Hip fracture,CMG 0704-A,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$20041.44,$23578.16,Note 3,$23578.16,Note 3,Note 3,$23578.16,Note 3,Note 3,$22870.82,Note 3,Note 3,$23578.16,Note 3,$23578.16,$23578.16,Note 3,$23578.16,Note 3,Note 3,$23578.16,$23578.16,$23578.16,Note 3,Note 3,$22399.25,Note 3,$20041.44,$23578.16
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Hip fracture,CMG 0704-B,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$29602.97,$34827.02,Note 3,$34827.02,Note 3,Note 3,$34827.02,Note 3,Note 3,$33782.21,Note 3,Note 3,$34827.02,Note 3,$34827.02,$34827.02,Note 3,$34827.02,Note 3,Note 3,$34827.02,$34827.02,$34827.02,Note 3,Note 3,$33085.67,Note 3,$29602.97,$34827.02
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Hip fracture,CMG 0704-C,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$22899.59,$26940.70,Note 3,$26940.70,Note 3,Note 3,$26940.70,Note 3,Note 3,$26132.48,Note 3,Note 3,$26940.70,Note 3,$26940.70,$26940.70,Note 3,$26940.70,Note 3,Note 3,$26940.70,$26940.70,$26940.70,Note 3,Note 3,$25593.66,Note 3,$22899.59,$26940.70
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Hip fracture,CMG 0704-D,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$21692.48,$25520.56,Note 3,$25520.56,Note 3,Note 3,$25520.56,Note 3,Note 3,$24754.94,Note 3,Note 3,$25520.56,Note 3,$25520.56,$25520.56,Note 3,$25520.56,Note 3,Note 3,$25520.56,$25520.56,$25520.56,Note 3,Note 3,$24244.53,Note 3,$21692.48,$25520.56
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Replacement of lower extremity joint,CMG 0801-A,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$10551.14,$12413.10,Note 3,$12413.10,Note 3,Note 3,$12413.10,Note 3,Note 3,$12040.71,Note 3,Note 3,$12413.10,Note 3,$12413.10,$12413.10,Note 3,$12413.10,Note 3,Note 3,$12413.10,$12413.10,$12413.10,Note 3,Note 3,$11792.45,Note 3,$10551.14,$12413.10
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Replacement of lower extremity joint,CMG 0801-B,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$15463.55,$18192.42,Note 3,$18192.42,Note 3,Note 3,$18192.42,Note 3,Note 3,$17646.64,Note 3,Note 3,$18192.42,Note 3,$18192.42,$18192.42,Note 3,$18192.42,Note 3,Note 3,$18192.42,$18192.42,$18192.42,Note 3,Note 3,$17282.79,Note 3,$15463.55,$18192.42
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Replacement of lower extremity joint,CMG 0801-C,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$12408.24,$14597.93,Note 3,$14597.93,Note 3,Note 3,$14597.93,Note 3,Note 3,$14159.99,Note 3,Note 3,$14597.93,Note 3,$14597.93,$14597.93,Note 3,$14597.93,Note 3,Note 3,$14597.93,$14597.93,$14597.93,Note 3,Note 3,$13868.03,Note 3,$12408.24,$14597.93
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Replacement of lower extremity joint,CMG 0801-D,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$11313.06,$13309.48,Note 3,$13309.48,Note 3,Note 3,$13309.48,Note 3,Note 3,$12910.20,Note 3,Note 3,$13309.48,Note 3,$13309.48,$13309.48,Note 3,$13309.48,Note 3,Note 3,$13309.48,$13309.48,$13309.48,Note 3,Note 3,$12644.01,Note 3,$11313.06,$13309.48
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Replacement of lower extremity joint,CMG 0802-A,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$11961.77,$14072.67,Note 3,$14072.67,Note 3,Note 3,$14072.67,Note 3,Note 3,$13650.49,Note 3,Note 3,$14072.67,Note 3,$14072.67,$14072.67,Note 3,$14072.67,Note 3,Note 3,$14072.67,$14072.67,$14072.67,Note 3,Note 3,$13369.04,Note 3,$11961.77,$14072.67
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Replacement of lower extremity joint,CMG 0802-B,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$17531.81,$20625.65,Note 3,$20625.65,Note 3,Note 3,$20625.65,Note 3,Note 3,$20006.88,Note 3,Note 3,$20625.65,Note 3,$20625.65,$20625.65,Note 3,$20625.65,Note 3,Note 3,$20625.65,$20625.65,$20625.65,Note 3,Note 3,$19594.37,Note 3,$17531.81,$20625.65
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Replacement of lower extremity joint,CMG 0802-C,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$14068.18,$16550.80,Note 3,$16550.80,Note 3,Note 3,$16550.80,Note 3,Note 3,$16054.28,Note 3,Note 3,$16550.80,Note 3,$16550.80,$16550.80,Note 3,$16550.80,Note 3,Note 3,$16550.80,$16550.80,$16550.80,Note 3,Note 3,$15723.26,Note 3,$14068.18,$16550.80
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Replacement of lower extremity joint,CMG 0802-D,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$12825.45,$15088.77,Note 3,$15088.77,Note 3,Note 3,$15088.77,Note 3,Note 3,$14636.10,Note 3,Note 3,$15088.77,Note 3,$15088.77,$15088.77,Note 3,$15088.77,Note 3,Note 3,$15088.77,$15088.77,$15088.77,Note 3,Note 3,$14334.33,Note 3,$12825.45,$15088.77
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Replacement of lower extremity joint,CMG 0803-A,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$13315.17,$15664.90,Note 3,$15664.90,Note 3,Note 3,$15664.90,Note 3,Note 3,$15194.95,Note 3,Note 3,$15664.90,Note 3,$15664.90,$15664.90,Note 3,$15664.90,Note 3,Note 3,$15664.90,$15664.90,$15664.90,Note 3,Note 3,$14881.66,Note 3,$13315.17,$15664.90
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Replacement of lower extremity joint,CMG 0803-B,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$19513.56,$22957.13,Note 3,$22957.13,Note 3,Note 3,$22957.13,Note 3,Note 3,$22268.42,Note 3,Note 3,$22957.13,Note 3,$22957.13,$22957.13,Note 3,$22957.13,Note 3,Note 3,$22957.13,$22957.13,$22957.13,Note 3,Note 3,$21809.27,Note 3,$19513.56,$22957.13
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Replacement of lower extremity joint,CMG 0803-C,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$15658.17,$18421.37,Note 3,$18421.37,Note 3,Note 3,$18421.37,Note 3,Note 3,$17868.73,Note 3,Note 3,$18421.37,Note 3,$18421.37,$18421.37,Note 3,$18421.37,Note 3,Note 3,$18421.37,$18421.37,$18421.37,Note 3,Note 3,$17500.30,Note 3,$15658.17,$18421.37
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Replacement of lower extremity joint,CMG 0803-D,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$14275.52,$16794.73,Note 3,$16794.73,Note 3,Note 3,$16794.73,Note 3,Note 3,$16290.88,Note 3,Note 3,$16794.73,Note 3,$16794.73,$16794.73,Note 3,$16794.73,Note 3,Note 3,$16794.73,$16794.73,$16794.73,Note 3,Note 3,$15954.99,Note 3,$14275.52,$16794.73
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Replacement of lower extremity joint,CMG 0804-A,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$14916.60,$17548.94,Note 3,$17548.94,Note 3,Note 3,$17548.94,Note 3,Note 3,$17022.47,Note 3,Note 3,$17548.94,Note 3,$17548.94,$17548.94,Note 3,$17548.94,Note 3,Note 3,$17548.94,$17548.94,$17548.94,Note 3,Note 3,$16671.49,Note 3,$14916.60,$17548.94
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Replacement of lower extremity joint,CMG 0804-B,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$21861.65,$25719.59,Note 3,$25719.59,Note 3,Note 3,$25719.59,Note 3,Note 3,$24948.00,Note 3,Note 3,$25719.59,Note 3,$25719.59,$25719.59,Note 3,$25719.59,Note 3,Note 3,$25719.59,$25719.59,$25719.59,Note 3,Note 3,$24433.61,Note 3,$21861.65,$25719.59
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Replacement of lower extremity joint,CMG 0804-C,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$17541.98,$20637.62,Note 3,$20637.62,Note 3,Note 3,$20637.62,Note 3,Note 3,$20018.50,Note 3,Note 3,$20637.62,Note 3,$20637.62,$20637.62,Note 3,$20637.62,Note 3,Note 3,$20637.62,$20637.62,$20637.62,Note 3,Note 3,$19605.74,Note 3,$17541.98,$20637.62
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Replacement of lower extremity joint,CMG 0804-D,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$15993.97,$18816.44,Note 3,$18816.44,Note 3,Note 3,$18816.44,Note 3,Note 3,$18251.94,Note 3,Note 3,$18816.44,Note 3,$18816.44,$18816.44,Note 3,$18816.44,Note 3,Note 3,$18816.44,$18816.44,$18816.44,Note 3,Note 3,$17875.62,Note 3,$15993.97,$18816.44
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Replacement of lower extremity joint,CMG 0805-A,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$17890.51,$21047.65,Note 3,$21047.65,Note 3,Note 3,$21047.65,Note 3,Note 3,$20416.22,Note 3,Note 3,$21047.65,Note 3,$21047.65,$21047.65,Note 3,$21047.65,Note 3,Note 3,$21047.65,$21047.65,$21047.65,Note 3,Note 3,$19995.27,Note 3,$17890.51,$21047.65
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Replacement of lower extremity joint,CMG 0805-B,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$26219.48,$30846.45,Note 3,$30846.45,Note 3,Note 3,$30846.45,Note 3,Note 3,$29921.05,Note 3,Note 3,$30846.45,Note 3,$30846.45,$30846.45,Note 3,$30846.45,Note 3,Note 3,$30846.45,$30846.45,$30846.45,Note 3,Note 3,$29304.13,Note 3,$26219.48,$30846.45
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Replacement of lower extremity joint,CMG 0805-C,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$21038.67,$24751.38,Note 3,$24751.38,Note 3,Note 3,$24751.38,Note 3,Note 3,$24008.84,Note 3,Note 3,$24751.38,Note 3,$24751.38,$24751.38,Note 3,$24751.38,Note 3,Note 3,$24751.38,$24751.38,$24751.38,Note 3,Note 3,$23513.81,Note 3,$21038.67,$24751.38
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Replacement of lower extremity joint,CMG 0805-D,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$19181.57,$22566.56,Note 3,$22566.56,Note 3,Note 3,$22566.56,Note 3,Note 3,$21889.56,Note 3,Note 3,$22566.56,Note 3,$22566.56,$22566.56,Note 3,$22566.56,Note 3,Note 3,$22566.56,$22566.56,$22566.56,Note 3,Note 3,$21438.23,Note 3,$19181.57,$22566.56
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Orthopedic - other,CMG 0901-A,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$10440.47,$12282.91,Note 3,$12282.91,Note 3,Note 3,$12282.91,Note 3,Note 3,$11914.42,Note 3,Note 3,$12282.91,Note 3,$12282.91,$12282.91,Note 3,$12282.91,Note 3,Note 3,$12282.91,$12282.91,$12282.91,Note 3,Note 3,$11668.77,Note 3,$10440.47,$12282.91
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Orthopedic - other,CMG 0901-B,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$15285.47,$17982.91,Note 3,$17982.91,Note 3,Note 3,$17982.91,Note 3,Note 3,$17443.42,Note 3,Note 3,$17982.91,Note 3,$17982.91,$17982.91,Note 3,$17982.91,Note 3,Note 3,$17982.91,$17982.91,$17982.91,Note 3,Note 3,$17083.77,Note 3,$15285.47,$17982.91
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Orthopedic - other,CMG 0901-C,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$12242.88,$14403.39,Note 3,$14403.39,Note 3,Note 3,$14403.39,Note 3,Note 3,$13971.29,Note 3,Note 3,$14403.39,Note 3,$14403.39,$14403.39,Note 3,$14403.39,Note 3,Note 3,$14403.39,$14403.39,$14403.39,Note 3,Note 3,$13683.22,Note 3,$12242.88,$14403.39
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Orthopedic - other,CMG 0901-D,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$11411.00,$13424.71,Note 3,$13424.71,Note 3,Note 3,$13424.71,Note 3,Note 3,$13021.97,Note 3,Note 3,$13424.71,Note 3,$13424.71,$13424.71,Note 3,$13424.71,Note 3,Note 3,$13424.71,$13424.71,$13424.71,Note 3,Note 3,$12753.47,Note 3,$11411.00,$13424.71
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Orthopedic - other,CMG 0902-A,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$13003.53,$15298.27,Note 3,$15298.27,Note 3,Note 3,$15298.27,Note 3,Note 3,$14839.32,Note 3,Note 3,$15298.27,Note 3,$15298.27,$15298.27,Note 3,$15298.27,Note 3,Note 3,$15298.27,$15298.27,$15298.27,Note 3,Note 3,$14533.36,Note 3,$13003.53,$15298.27
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Orthopedic - other,CMG 0902-B,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$19037.84,$22397.46,Note 3,$22397.46,Note 3,Note 3,$22397.46,Note 3,Note 3,$21725.53,Note 3,Note 3,$22397.46,Note 3,$22397.46,$22397.46,Note 3,$22397.46,Note 3,Note 3,$22397.46,$22397.46,$22397.46,Note 3,Note 3,$21277.58,Note 3,$19037.84,$22397.46
