hospital_name,last_updated_on,version,hospital_location,hospital_address,license_number|AL,,"To the best of its knowledge and belief, the hospital has included all applicable standard charge information in accordance with the requirements of 45 CFR 180.50, and the information encoded is true, accurate, and complete as of the date indicated.",,,,,,,,,,,
CHEMO IV INFU 1ST HR,1523111,CDM,BOTH,,,1513.07,1513.07,HealthChoice,HealthChoice Commercial,,,,,,1,1059.15,Fee Schedule,negotiated rate
CHEMO IV IN EA AD HR,1523112,CDM,BOTH,,,561.12,561.12,HealthChoice,HealthChoice Commercial,,,,,,1,1293.67,Fee Schedule,negotiated rate
CHEMO IV EA SEQ INF,1523113,CDM,BOTH,,,561.12,561.12,HealthChoice,HealthChoice Commercial,,,,,,1,479.76,Fee Schedule,negotiated rate
IR-IRR PORT DRUG DEL,1522131,CDM,BOTH,,,332.22,332.22,HealthChoice,HealthChoice Commercial,,,,,,1,479.76,Fee Schedule,negotiated rate
NM-THYROID IMG W-BF,1651151,CDM,BOTH,,,2880.96,2880.96,HealthChoice,HealthChoice Commercial,,,,,,1,2016.67,Fee Schedule,negotiated rate
NM-THY UPT IMG W-BF,1651150,CDM,BOTH,,,3243.88,3243.88,HealthChoice,HealthChoice Commercial,,,,,,1,2463.22,Fee Schedule,negotiated rate
NM-PAR PLAN THY IMG,1651152,CDM,BOTH,,,3243.88,3243.88,HealthChoice,HealthChoice Commercial,,,,,,1,2773.52,Fee Schedule,negotiated rate
NM-PARA PLN IMG SPEC,1651153,CDM,BOTH,,,4476.38,4476.38,HealthChoice,HealthChoice Commercial,,,,,,1,3133.47,Fee Schedule,negotiated rate
NM-LYMPHATICS NODES,1651030,CDM,BOTH,,,4092.53,4092.53,HealthChoice,HealthChoice Commercial,,,,,,1,3827.3,Fee Schedule,negotiated rate
NM-LIVER AND SPLEEN,1651036,CDM,BOTH,,,5034.69,5034.69,HealthChoice,HealthChoice Commercial,,,,,,1,3524.28,Fee Schedule,negotiated rate
NM-LIVER SPLEEN FL,1651037,CDM,BOTH,,,5034.69,5034.69,HealthChoice,HealthChoice Commercial,,,,,,1,4304.66,Fee Schedule,negotiated rate
NM-HEPATOBILIARY SYS,1651143,CDM,BOTH,,,5034.69,5034.69,HealthChoice,HealthChoice Commercial,,,,,,1,4304.66,Fee Schedule,negotiated rate
NM-HEPATOBIL W PHARM,1651144,CDM,BOTH,,,5034.69,5034.69,HealthChoice,HealthChoice Commercial,,,,,,1,4304.66,Fee Schedule,negotiated rate
NM-GASTRIC EMPTYING,1651046,CDM,BOTH,,,4400.99,4400.99,HealthChoice,HealthChoice Commercial,,,,,,1,4304.66,Fee Schedule,negotiated rate
NM-GI BLOOD LOSS,1651052,CDM,BOTH,,,4400.99,4400.99,HealthChoice,HealthChoice Commercial,,,,,,1,3762.85,Fee Schedule,negotiated rate
NM-MECKELS SCAN,1651054,CDM,BOTH,,,4400.99,4400.99,HealthChoice,HealthChoice Commercial,,,,,,1,3762.85,Fee Schedule,negotiated rate
NM-BONE SCAN LMTD,1651057,CDM,BOTH,,,4846.27,4846.27,HealthChoice,HealthChoice Commercial,,,,,,1,3762.85,Fee Schedule,negotiated rate
NM-BONE SCAN BODY,1651059,CDM,BOTH,,,4660.63,4660.63,HealthChoice,HealthChoice Commercial,,,,,,1,4143.56,Fee Schedule,negotiated rate
NM-BONE SCAN 3 PHASE,1651060,CDM,BOTH,,,4660.63,4660.63,HealthChoice,HealthChoice Commercial,,,,,,1,3984.84,Fee Schedule,negotiated rate
NM-MYOCRD SPECT SNGL,1651073,CDM,BOTH,,,4811.38,4811.38,HealthChoice,HealthChoice Commercial,,,,,,1,3984.84,Fee Schedule,negotiated rate
NM-MYOCRD SPECT MULT,1651074,CDM,BOTH,,,7640.69,7640.69,HealthChoice,HealthChoice Commercial,,,,,,1,5348.48,Fee Schedule,negotiated rate
NM-GATED BLD POOL SN,1651078,CDM,BOTH,,,4907.69,4907.69,HealthChoice,HealthChoice Commercial,,,,,,1,6532.79,Fee Schedule,negotiated rate
NM-LUNG VENT IMAGING,1651145,CDM,BOTH,,,3874.78,3874.78,HealthChoice,HealthChoice Commercial,,,,,,1,4196.07,Fee Schedule,negotiated rate
NM-LUNG PERF PARTICU,1651087,CDM,BOTH,,,3874.78,3874.78,HealthChoice,HealthChoice Commercial,,,,,,1,3312.94,Fee Schedule,negotiated rate
NM-LUNG VENT PERFUS,1651146,CDM,BOTH,,,7743.98,7743.98,HealthChoice,HealthChoice Commercial,,,,,,1,5420.79,Fee Schedule,negotiated rate
NM-KIDNEY VF NO PHRM,1651114,CDM,BOTH,,,4267.01,4267.01,HealthChoice,HealthChoice Commercial,,,,,,1,6621.1,Fee Schedule,negotiated rate
NM-KID VF PHRM SNGL,1651115,CDM,BOTH,,,4840.68,4840.68,HealthChoice,HealthChoice Commercial,,,,,,1,3648.29,Fee Schedule,negotiated rate
NM-TUMOR LOC LMTD 1D,1651127,CDM,BOTH,,,4833.71,4833.71,HealthChoice,HealthChoice Commercial,,,,,,1,4138.78,Fee Schedule,negotiated rate
NM-TUMOR LOC MULTI,1651124,CDM,BOTH,,,4833.71,4833.71,HealthChoice,HealthChoice Commercial,,,,,,1,4132.82,Fee Schedule,negotiated rate
NM-TUMOR LOC BDY 1D,1651128,CDM,BOTH,,,4833.71,4833.71,HealthChoice,HealthChoice Commercial,,,,,,1,4132.82,Fee Schedule,negotiated rate
TC-99M SESTA / DOSE,2811178,CDM,BOTH,,,730.02,730.02,HealthChoice,HealthChoice Commercial,,,,,,1,4132.82,Fee Schedule,negotiated rate
TC99M MEDRO TO 30MCI,2811180,CDM,BOTH,3,UN,75.39,75.39,HealthChoice,HealthChoice Commercial,,,,,,1,624.17,Fee Schedule,negotiated rate
"TL-201, PER MCI",2811182,CDM,BOTH,21,UN,194.75,194.75,HealthChoice,HealthChoice Commercial,,,,,,1,136.33,Fee Schedule,negotiated rate
TC99M PERTECHNET/MCI,2811203,CDM,BOTH,99,UN,235.9,235.9,HealthChoice,HealthChoice Commercial,,,,,,1,166.51,Fee Schedule,negotiated rate
"I123 CAP,DX /100UCI",2811189,CDM,BOTH,1,UN,277.76,277.76,HealthChoice,HealthChoice Commercial,,,,,,1,201.69,Fee Schedule,negotiated rate
TC99 TILMAN DX .5MCI,2811841,CDM,BOTH,5,UN,898.22,898.22,HealthChoice,HealthChoice Commercial,,,,,,1,628.75,Fee Schedule,negotiated rate
TC99M MEBROF /15MCI,2811191,CDM,BOTH,15,UN,316.86,316.86,HealthChoice,HealthChoice Commercial,,,,,,1,767.98,Fee Schedule,negotiated rate
TC99M MAA/10MCI,2811213,CDM,BOTH,1,UN,263.37,263.37,HealthChoice,HealthChoice Commercial,,,,,,1,270.92,Fee Schedule,negotiated rate
TC99M SULF COL/20MCI,2811214,CDM,BOTH,2,UN,23.73,23.73,HealthChoice,HealthChoice Commercial,,,,,,1,225.18,Fee Schedule,negotiated rate
GA67 GALLIUM/MCI,2811227,CDM,BOTH,67,UN,187.05,187.05,HealthChoice,HealthChoice Commercial,,,,,,1,130.94,Fee Schedule,negotiated rate
XE133 XENON 10MCI,2811228,CDM,BOTH,133,UN,281.39,281.39,HealthChoice,HealthChoice Commercial,,,,,,1,196.97,Fee Schedule,negotiated rate
TC99M LABL RBC/30MCI,2811196,CDM,BOTH,3,UN,351.75,351.75,HealthChoice,HealthChoice Commercial,,,,,,1,246.23,Fee Schedule,negotiated rate
TC99M MERTIATI/15MCI,2811231,CDM,BOTH,15,UN,429.91,429.91,HealthChoice,HealthChoice Commercial,,,,,,1,300.94,Fee Schedule,negotiated rate
AUC G1004 NM,2819925,CDM,BOTH,,,1,1,HealthChoice,HealthChoice Commercial,,,,,,1,367.57,Fee Schedule,negotiated rate
AUC G1010 NM,2819928,CDM,BOTH,,,1,1,HealthChoice,HealthChoice Commercial,,,,,,1,1,Fee Schedule,negotiated rate
CTA-PELVIS,1631500,CDM,BOTH,,,4255.34,4255.34,HealthChoice,HealthChoice Commercial,,,,,,1,2978.74,Fee Schedule,negotiated rate
CT-PELVIS WO,1631501,CDM,BOTH,,,3133.31,3133.31,HealthChoice,HealthChoice Commercial,,,,,,1,3638.32,Fee Schedule,negotiated rate
CT-PELVIS W,1631502,CDM,BOTH,,,4255.34,4255.34,HealthChoice,HealthChoice Commercial,,,,,,1,2978.74,Fee Schedule,negotiated rate
CT-PELVIS WWO,1631503,CDM,BOTH,,,5059.54,5059.54,HealthChoice,HealthChoice Commercial,,,,,,1,3638.32,Fee Schedule,negotiated rate
CT-LIMITED FOLLOW UP,1631516,CDM,BOTH,,,1577.89,1577.89,HealthChoice,HealthChoice Commercial,,,,,,1,4325.91,Fee Schedule,negotiated rate
CT-GUIDE NEEDLE BX,1631513,CDM,BOTH,,,7305.36,7305.36,HealthChoice,HealthChoice Commercial,,,,,,1,5113.75,Fee Schedule,negotiated rate
CT-HEAD WO,1631517,CDM,BOTH,,,3133.31,3133.31,HealthChoice,HealthChoice Commercial,,,,,,1,2193.32,Fee Schedule,negotiated rate
CT-HEAD W,1631518,CDM,BOTH,,,4255.34,4255.34,HealthChoice,HealthChoice Commercial,,,,,,1,2978.74,Fee Schedule,negotiated rate
CT-HEAD WWO,1631519,CDM,BOTH,,,5059.54,5059.54,HealthChoice,HealthChoice Commercial,,,,,,1,3638.32,Fee Schedule,negotiated rate
CT-ORBIT EAR WO,1631520,CDM,BOTH,,,3133.31,3133.31,HealthChoice,HealthChoice Commercial,,,,,,1,4325.91,Fee Schedule,negotiated rate
CT-ORBIT EAR WWO,1631522,CDM,BOTH,,,5059.54,5059.54,HealthChoice,HealthChoice Commercial,,,,,,1,3541.68,Fee Schedule,negotiated rate
CT-MAXILLOFACIAL WO,1631523,CDM,BOTH,,,3133.31,3133.31,HealthChoice,HealthChoice Commercial,,,,,,1,4325.91,Fee Schedule,negotiated rate
CT-MAXILLOFACIAL W,1631524,CDM,BOTH,,,4255.34,4255.34,HealthChoice,HealthChoice Commercial,,,,,,1,2978.74,Fee Schedule,negotiated rate
CT-MAXILLOFACIAL WWO,1631525,CDM,BOTH,,,5059.54,5059.54,HealthChoice,HealthChoice Commercial,,,,,,1,3638.32,Fee Schedule,negotiated rate
CT-NECK SOFT TIS WO,1631526,CDM,BOTH,,,3133.31,3133.31,HealthChoice,HealthChoice Commercial,,,,,,1,4325.91,Fee Schedule,negotiated rate
CT-NECK SOFT TIS W,1631527,CDM,BOTH,,,4255.34,4255.34,HealthChoice,HealthChoice Commercial,,,,,,1,2978.74,Fee Schedule,negotiated rate
CT-NECK SOFT TIS WWO,1631528,CDM,BOTH,,,5059.54,5059.54,HealthChoice,HealthChoice Commercial,,,,,,1,3638.32,Fee Schedule,negotiated rate
CTA-HEAD,1631529,CDM,BOTH,,,4255.34,4255.34,HealthChoice,HealthChoice Commercial,,,,,,1,4325.91,Fee Schedule,negotiated rate
CTA-NECK,1631530,CDM,BOTH,,,4255.34,4255.34,HealthChoice,HealthChoice Commercial,,,,,,1,3638.32,Fee Schedule,negotiated rate
CT-CHEST DIAG WO,1631531,CDM,BOTH,,,3133.31,3133.31,HealthChoice,HealthChoice Commercial,,,,,,1,2193.32,Fee Schedule,negotiated rate
CT-CHEST DIAG W,1631532,CDM,BOTH,,,4255.34,4255.34,HealthChoice,HealthChoice Commercial,,,,,,1,2978.74,Fee Schedule,negotiated rate
CT-CHEST DIAG WWO,1631533,CDM,BOTH,,,5059.54,5059.54,HealthChoice,HealthChoice Commercial,,,,,,1,3638.32,Fee Schedule,negotiated rate
CTA-CHEST,1631534,CDM,BOTH,,,4255.34,4255.34,HealthChoice,HealthChoice Commercial,,,,,,1,4325.91,Fee Schedule,negotiated rate
CT-CERV SPINE WO,1631535,CDM,BOTH,,,3133.31,3133.31,HealthChoice,HealthChoice Commercial,,,,,,1,3638.32,Fee Schedule,negotiated rate
CT-CERV SPINE W,1631536,CDM,BOTH,,,4255.34,4255.34,HealthChoice,HealthChoice Commercial,,,,,,1,2978.74,Fee Schedule,negotiated rate
CT-THOR SPINE WO,1631538,CDM,BOTH,,,3133.31,3133.31,HealthChoice,HealthChoice Commercial,,,,,,1,3638.32,Fee Schedule,negotiated rate
CT-THOR SPINE W,1631539,CDM,BOTH,,,4297.08,4297.08,HealthChoice,HealthChoice Commercial,,,,,,1,3007.96,Fee Schedule,negotiated rate
CT-THOR SPINE WWO,1631540,CDM,BOTH,,,5059.54,5059.54,HealthChoice,HealthChoice Commercial,,,,,,1,3674,Fee Schedule,negotiated rate
CT-LUMB SPINE WO,1631541,CDM,BOTH,,,3133.31,3133.31,HealthChoice,HealthChoice Commercial,,,,,,1,4325.91,Fee Schedule,negotiated rate
CT-LUMB SPINE W,1631542,CDM,BOTH,,,4297.08,4297.08,HealthChoice,HealthChoice Commercial,,,,,,1,3007.96,Fee Schedule,negotiated rate
CT-LUMB SPINE WWO,1631543,CDM,BOTH,,,5059.54,5059.54,HealthChoice,HealthChoice Commercial,,,,,,1,3674,Fee Schedule,negotiated rate
CT-UPPER EXT WO,1631544,CDM,BOTH,,,3133.31,3133.31,HealthChoice,HealthChoice Commercial,,,,,,1,5356.6,Fee Schedule,negotiated rate
CT-UPPER EXT W,1631545,CDM,BOTH,,,4255.34,4255.34,HealthChoice,HealthChoice Commercial,,,,,,1,7273.9,Fee Schedule,negotiated rate
CTA-UPPER EXT,1631547,CDM,BOTH,,,4255.34,4255.34,HealthChoice,HealthChoice Commercial,,,,,,1,8465.16,Fee Schedule,negotiated rate
CT-LOWER EXT WO,1631548,CDM,BOTH,,,3133.31,3133.31,HealthChoice,HealthChoice Commercial,,,,,,1,5356.6,Fee Schedule,negotiated rate
CT-LOWER EXT W,1631549,CDM,BOTH,,,4255.34,4255.34,HealthChoice,HealthChoice Commercial,,,,,,1,7273.9,Fee Schedule,negotiated rate
CT-LOWER EXT WWO,1631550,CDM,BOTH,,,5059.54,5059.54,HealthChoice,HealthChoice Commercial,,,,,,1,8654.55,Fee Schedule,negotiated rate
CTA-LOWER EXT,1631551,CDM,BOTH,,,4255.34,4255.34,HealthChoice,HealthChoice Commercial,,,,,,1,8465.16,Fee Schedule,negotiated rate
CT-ABDOMEN WO,1631552,CDM,BOTH,,,3133.31,3133.31,HealthChoice,HealthChoice Commercial,,,,,,1,3638.32,Fee Schedule,negotiated rate
CT-ABDOMEN W,1631553,CDM,BOTH,,,4255.34,4255.34,HealthChoice,HealthChoice Commercial,,,,,,1,2978.74,Fee Schedule,negotiated rate
CT-ABDOMEN WWO,1631554,CDM,BOTH,,,5059.54,5059.54,HealthChoice,HealthChoice Commercial,,,,,,1,3638.32,Fee Schedule,negotiated rate
CTA-ABDOMEN PELVIS,1630014,CDM,BOTH,,,8509.08,8509.08,HealthChoice,HealthChoice Commercial,,,,,,1,5956.36,Fee Schedule,negotiated rate
CTA-ABDOMEN,1631555,CDM,BOTH,,,4255.34,4255.34,HealthChoice,HealthChoice Commercial,,,,,,1,7275.26,Fee Schedule,negotiated rate
CT-ABD PELVIS WO,1630007,CDM,BOTH,,,6265.03,6265.03,HealthChoice,HealthChoice Commercial,,,,,,1,4385.52,Fee Schedule,negotiated rate
CT-ABD PELVIS W,1630008,CDM,BOTH,,,8509.08,8509.08,HealthChoice,HealthChoice Commercial,,,,,,1,5956.36,Fee Schedule,negotiated rate
CT-ABD PELVIS WWO,1630009,CDM,BOTH,,,10122.28,10122.28,HealthChoice,HealthChoice Commercial,,,,,,1,7275.26,Fee Schedule,negotiated rate
CTA-ABD ART W RUNOFF,1631556,CDM,BOTH,,,876.18,876.18,HealthChoice,HealthChoice Commercial,,,,,,1,8654.55,Fee Schedule,negotiated rate
AUC G1004 CT,2819926,CDM,BOTH,,,1,1,HealthChoice,HealthChoice Commercial,,,,,,1,1,Fee Schedule,negotiated rate
AUC G1010 CT,2819929,CDM,BOTH,,,1,1,HealthChoice,HealthChoice Commercial,,,,,,1,1,Fee Schedule,negotiated rate
OR LEV 1 EA ADD MIN,1110811,CDM,BOTH,,,46.55,46.55,HealthChoice,HealthChoice Commercial,,,,,,1,32.59,Fee Schedule,negotiated rate
LD ORLVL 1 EA ADDMIN,1240011,CDM,BOTH,,,54.56,54.56,HealthChoice,HealthChoice Commercial,,,,,,1,39.8,Fee Schedule,negotiated rate
OR LEV 2 EA ADD MIN,1110812,CDM,BOTH,,,69.03,69.03,HealthChoice,HealthChoice Commercial,,,,,,1,48.32,Fee Schedule,negotiated rate
LD ORLVL 2 EA ADDMIN,1240012,CDM,BOTH,,,85.07,85.07,HealthChoice,HealthChoice Commercial,,,,,,1,59.55,Fee Schedule,negotiated rate
OR LEV 3 EA ADD MIN,1110813,CDM,BOTH,,,89.89,89.89,HealthChoice,HealthChoice Commercial,,,,,,1,72.73,Fee Schedule,negotiated rate
OR LEV 4 EA ADD MIN,1110814,CDM,BOTH,,,110.77,110.77,HealthChoice,HealthChoice Commercial,,,,,,1,77.54,Fee Schedule,negotiated rate
LD ORLVL 3 EA ADDMIN,1240013,CDM,BOTH,,,115.59,115.59,HealthChoice,HealthChoice Commercial,,,,,,1,94.71,Fee Schedule,negotiated rate
OR LEV 5 EA ADD MIN,1110815,CDM,BOTH,,,130.01,130.01,HealthChoice,HealthChoice Commercial,,,,,,1,98.83,Fee Schedule,negotiated rate
LD ORLVL 4 EA ADDMIN,1240014,CDM,BOTH,,,142.87,142.87,HealthChoice,HealthChoice Commercial,,,,,,1,111.16,Fee Schedule,negotiated rate
OR LEV 6 EA ADD MIN,1110816,CDM,BOTH,,,176.58,176.58,HealthChoice,HealthChoice Commercial,,,,,,1,123.61,Fee Schedule,negotiated rate
LDR PROCEDURE MINOR,282831,CDM,BOTH,,,253.62,253.62,HealthChoice,HealthChoice Commercial,,,,,,1,177.53,Fee Schedule,negotiated rate
PROCEDURE MINOR,1522021,CDM,BOTH,,,253.62,253.62,HealthChoice,HealthChoice Commercial,,,,,,1,216.85,Fee Schedule,negotiated rate
CC-REMOVE IABP,1061233,CDM,BOTH,,,303.38,303.38,HealthChoice,HealthChoice Commercial,,,,,,1,216.85,Fee Schedule,negotiated rate
AD PROCEDURE OR LV 1,1110821,CDM,BOTH,,,465.5,465.5,HealthChoice,HealthChoice Commercial,,,,,,1,325.85,Fee Schedule,negotiated rate
S-IVUS ADD VESSEL,2850073,CDM,BOTH,,,566.61,566.61,HealthChoice,HealthChoice Commercial,,,,,,1,398,Fee Schedule,negotiated rate
AD PROCEDURE OR LV 2,1110822,CDM,BOTH,,,698.27,698.27,HealthChoice,HealthChoice Commercial,,,,,,1,488.79,Fee Schedule,negotiated rate
DIAG BONE MARW ASPIR,1522133,CDM,BOTH,,,764.06,764.06,HealthChoice,HealthChoice Commercial,,,,,,1,597.02,Fee Schedule,negotiated rate
INTUBATION,1710901,CDM,BOTH,,,890.9,890.9,HealthChoice,HealthChoice Commercial,,,,,,1,653.27,Fee Schedule,negotiated rate
DIAG BONE MARROW BX,1522134,CDM,BOTH,,,926.18,926.18,HealthChoice,HealthChoice Commercial,,,,,,1,761.72,Fee Schedule,negotiated rate
AD PROCEDURE OR LV 3,1110823,CDM,BOTH,,,932.61,932.61,HealthChoice,HealthChoice Commercial,,,,,,1,791.88,Fee Schedule,negotiated rate
S-INJ ELBOW ARTHRO,2811420,CDM,BOTH,,,964.51,964.51,HealthChoice,HealthChoice Commercial,,,,,,1,2062,Fee Schedule,negotiated rate
S-INJ WRIST ARTHRO,2811419,CDM,BOTH,,,964.51,964.51,HealthChoice,HealthChoice Commercial,,,,,,1,824.66,Fee Schedule,negotiated rate
S-INJ HIP ARTHRO,2811422,CDM,BOTH,,,964.51,964.51,HealthChoice,HealthChoice Commercial,,,,,,1,824.66,Fee Schedule,negotiated rate
S-INJ KNEE ARTHRO,2811421,CDM,BOTH,,,964.51,964.51,HealthChoice,HealthChoice Commercial,,,,,,1,824.66,Fee Schedule,negotiated rate
S-CYSTOGRAM INJ,2811362,CDM,BOTH,,,979.18,979.18,HealthChoice,HealthChoice Commercial,,,,,,1,824.66,Fee Schedule,negotiated rate
LDR PROCEDURE-INTERM,282832,CDM,BOTH,,,1008.06,1008.06,HealthChoice,HealthChoice Commercial,,,,,,1,837.2,Fee Schedule,negotiated rate
PROCEDURE INTERMEDIA,1522022,CDM,BOTH,,,1008.06,1008.06,HealthChoice,HealthChoice Commercial,,,,,,1,861.89,Fee Schedule,negotiated rate
S-INJ SHOULDER ARTH,2811414,CDM,BOTH,,,1109.2,1109.2,HealthChoice,HealthChoice Commercial,,,,,,1,861.89,Fee Schedule,negotiated rate
AD PROCEDURE OR LV 4,1110824,CDM,BOTH,,,1163.77,1163.77,HealthChoice,HealthChoice Commercial,,,,,,1,948.37,Fee Schedule,negotiated rate
S-INJ EXTREMPSEUDOAN,1061296,CDM,BOTH,,,1245.62,1245.62,HealthChoice,HealthChoice Commercial,,,,,,1,1779,Fee Schedule,negotiated rate
IR-INTRAVASC US INI,1061377,CDM,BOTH,,,1340.34,1340.34,HealthChoice,HealthChoice Commercial,,,,,,1,1065.01,Fee Schedule,negotiated rate
S-PERC RMVL VAD LH,1061552,CDM,BOTH,,,1350.92,1350.92,HealthChoice,HealthChoice Commercial,,,,,,1,2062,Fee Schedule,negotiated rate
S-SIALOGRAM INJ,2811431,CDM,BOTH,,,1385.29,1385.29,HealthChoice,HealthChoice Commercial,,,,,,1,1155.04,Fee Schedule,negotiated rate
AD PROCEDURE OR LV 5,1110825,CDM,BOTH,,,1396.52,1396.52,HealthChoice,HealthChoice Commercial,,,,,,1,1184.42,Fee Schedule,negotiated rate
CC-PERICARDIO W/IMG,1064902,CDM,BOTH,,,1442,1442,HealthChoice,HealthChoice Commercial,,,,,,1,1779,Fee Schedule,negotiated rate
OR LEV 1 INI 15 MIN,1110801,CDM,BOTH,,,1552.23,1552.23,HealthChoice,HealthChoice Commercial,,,,,,1,1232.91,Fee Schedule,negotiated rate
S-AMNIOCENTESIS,2811541,CDM,BOTH,,,1590.74,1590.74,HealthChoice,HealthChoice Commercial,,,,,,1,1327.16,Fee Schedule,negotiated rate
LDR PROCEDURE-MAJOR,282833,CDM,BOTH,,,1679.01,1679.01,HealthChoice,HealthChoice Commercial,,,,,,1,1360.08,Fee Schedule,negotiated rate
PROCEDURE MAJOR,1522023,CDM,BOTH,,,1679.01,1679.01,HealthChoice,HealthChoice Commercial,,,,,,1,1435.55,Fee Schedule,negotiated rate
LD ORLVL 1 INI 15MIN,1240001,CDM,BOTH,,,1823.48,1823.48,HealthChoice,HealthChoice Commercial,,,,,,1,1435.55,Fee Schedule,negotiated rate
S-RMV FOR BDY ST SIM,2811820,CDM,BOTH,,,1834.04,1834.04,HealthChoice,HealthChoice Commercial,,,,,,1,1559.08,Fee Schedule,negotiated rate
AD PROCEDURE OR LV 6,1110826,CDM,BOTH,,,1865.21,1865.21,HealthChoice,HealthChoice Commercial,,,,,,1,1568.1,Fee Schedule,negotiated rate
S-TRNCTH THRM ART VN,1061575,CDM,BOTH,,,1932.64,1932.64,HealthChoice,HealthChoice Commercial,,,,,,1,1594.75,Fee Schedule,negotiated rate
S-EVLT,1551250,CDM,BOTH,,,2009.37,2009.37,HealthChoice,HealthChoice Commercial,,,,,,1,1652.41,Fee Schedule,negotiated rate
S-EVLT,2811392,CDM,BOTH,,,2009.37,2009.37,HealthChoice,HealthChoice Commercial,,,,,,1,1718.01,Fee Schedule,negotiated rate
S-IN PICC WOIMG LT5Y,1522136,CDM,BOTH,,,2009.71,2009.71,HealthChoice,HealthChoice Commercial,,,,,,1,1718.01,Fee Schedule,negotiated rate
CC-INSERT IABP,1061232,CDM,BOTH,,,2077.12,2077.12,HealthChoice,HealthChoice Commercial,,,,,,1,1718.3,Fee Schedule,negotiated rate
S-THYROID CORE BX,2811318,CDM,BOTH,,,2195.91,2195.91,HealthChoice,HealthChoice Commercial,,,,,,1,1779,Fee Schedule,negotiated rate
S-BX LYMPH SUPRF NDL,2811546,CDM,BOTH,,,2219.65,2219.65,HealthChoice,HealthChoice Commercial,,,,,,1,1877.5,Fee Schedule,negotiated rate
OR LEV 2 INI 15 MIN,1110802,CDM,BOTH,,,2327.52,2327.52,HealthChoice,HealthChoice Commercial,,,,,,1,1897.8,Fee Schedule,negotiated rate
COSMETIC LEVEL 1,1110831,CDM,BOTH,,,2513.27,2513.27,HealthChoice,HealthChoice Commercial,,,,,,1,1990.03,Fee Schedule,negotiated rate
PAIN MGMT IN PROC L1,1110841,CDM,BOTH,,,2592.37,2592.37,HealthChoice,HealthChoice Commercial,,,,,,1,2148.85,Fee Schedule,negotiated rate
S-BX NDL PLEURA,2811425,CDM,BOTH,,,2718.03,2718.03,HealthChoice,HealthChoice Commercial,,,,,,1,2216.48,Fee Schedule,negotiated rate
LD ORLVL 2 INI 15MIN,1240002,CDM,BOTH,,,2728.82,2728.82,HealthChoice,HealthChoice Commercial,,,,,,1,2323.92,Fee Schedule,negotiated rate
S-VENOUS MECH THROMB,1061451,CDM,BOTH,,,2873.28,2873.28,HealthChoice,HealthChoice Commercial,,,,,,1,2333.14,Fee Schedule,negotiated rate
OR LEV 3 INI 15 MIN,1110803,CDM,BOTH,,,3106.04,3106.04,HealthChoice,HealthChoice Commercial,,,,,,1,2456.65,Fee Schedule,negotiated rate
S-RPL PICC WO IMAG,395002,CDM,BOTH,,,3544.88,3544.88,HealthChoice,HealthChoice Commercial,,,,,,1,2655.66,Fee Schedule,negotiated rate
S-RPL PICC WO IMAG,1522137,CDM,BOTH,,,3544.88,3544.88,HealthChoice,HealthChoice Commercial,,,,,,1,3030.87,Fee Schedule,negotiated rate
S-IN PICC WOIMG GT5Y,1522138,CDM,BOTH,,,3544.88,3544.88,HealthChoice,HealthChoice Commercial,,,,,,1,3030.87,Fee Schedule,negotiated rate
S-RPL PICC WO IMAG,1532137,CDM,BOTH,,,3544.88,3544.88,HealthChoice,HealthChoice Commercial,,,,,,1,3030.87,Fee Schedule,negotiated rate
S-RPL PICC W IMG,1691342,CDM,BOTH,,,3544.88,3544.88,HealthChoice,HealthChoice Commercial,,,,,,1,3030.87,Fee Schedule,negotiated rate
S-RPL PICC WO IMAG,2811406,CDM,BOTH,,,3544.88,3544.88,HealthChoice,HealthChoice Commercial,,,,,,1,3030.87,Fee Schedule,negotiated rate
LD ORLVL 3 INI 15MIN,1240003,CDM,BOTH,,,3638.95,3638.95,HealthChoice,HealthChoice Commercial,,,,,,1,3030.87,Fee Schedule,negotiated rate
COSMETIC LEVEL 2,1110832,CDM,BOTH,,,3769.91,3769.91,HealthChoice,HealthChoice Commercial,,,,,,1,3111.3,Fee Schedule,negotiated rate
S-TRNCTH CESS CTH RM,1061576,CDM,BOTH,,,3866.89,3866.89,HealthChoice,HealthChoice Commercial,,,,,,1,3223.27,Fee Schedule,negotiated rate
OR LEV 4 INI 15 MIN,1110804,CDM,BOTH,,,3881.35,3881.35,HealthChoice,HealthChoice Commercial,,,,,,1,3306.19,Fee Schedule,negotiated rate
P-REMOV LOOP REC,1061289,CDM,BOTH,,,4133.36,4133.36,HealthChoice,HealthChoice Commercial,,,,,,1,3318.55,Fee Schedule,negotiated rate
LD ORLVL 4 INI 15MIN,1240004,CDM,BOTH,,,4552.32,4552.32,HealthChoice,HealthChoice Commercial,,,,,,1,3534.02,Fee Schedule,negotiated rate
OR LEV 5 INI 15 MIN,1110805,CDM,BOTH,,,4923.11,4923.11,HealthChoice,HealthChoice Commercial,,,,,,1,3892.23,Fee Schedule,negotiated rate
COSMETIC LEVEL 3,1110833,CDM,BOTH,,,5026.54,5026.54,HealthChoice,HealthChoice Commercial,,,,,,1,4209.26,Fee Schedule,negotiated rate
OR LEV 6 INI 15 MIN,1110806,CDM,BOTH,,,6207.26,6207.26,HealthChoice,HealthChoice Commercial,,,,,,1,4345.08,Fee Schedule,negotiated rate
