Encompass Health Rehabilitation Hospital of Dothan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1736 East Main St., Dothan, AL 36301-3040",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State License # - H3504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medicare (CCN) # - 013030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hospital Financial Aide Policy - Our hospital offers a financial aide policy.  For more information go to the hospital's main website and click on ""For Patients"" and then select ""Financial Assistance""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prices Posted and Effective 1/1/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note 1: General file information and additional details can be found on the Price Transparency page of this hospital's website,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note 2: SHOPPABLE SERVICE NOT OFFERED AT HOSPITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note 3: Plan does not pay our hospital for the SHOPPABLE_SERVICES and/or the BILLING_REVENUE_SERVICE_CODE beginning with CMG. The Negotiated Charge for a specific Plan will only be displayed for applicable SHOPPABLE_SERVICES.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PATIENT_TYPE,SHOPPABLE_SERVICES,BILLING_REVENUE_SERVICE_CODE,GROSS_CHARGE,DISCOUNTED_CASH_PRICE,DEIDENTIFIED_MIN_NEGOTIATED_CHARGE,DEIDENTIFIED_MAX_NEGOTIATED_CHARGE,AETNA (AET) negotiated charge,AETNA MEDICARE (AETM) negotiated charge,ALAMED (ALMD) negotiated charge,AMBETTER AL EXCHANGE (AALZ) negotiated charge,ASCENSION COMPLETE MCR (ASCM) negotiated charge,BC FEP (BCFD) negotiated charge,BC/BS ALABAMA (BCAL) negotiated charge,BCBS AL BLUE ADVANTAGE (BCAD) negotiated charge,BCBS OF AL EXCHANGE (BALZ) negotiated charge,BLUE CROSS OUT OF STATE (BCBS) negotiated charge,CAREWORKS WORK COMP (CRWW) negotiated charge,CHAMPVA (CVA) negotiated charge,CIGNA (CIG) negotiated charge,HEALTHSPRING MEDICARE (HLSM) negotiated charge,MEDICARE (MCR) negotiated charge,MULTIPLAN WORK COMP (MULW) negotiated charge,PARADIGM WORK COMP (PARW) negotiated charge,THREE RIVERS HEALTH WC (TRPW) negotiated charge,TRICARE (TRI) negotiated charge,TRICARE FOR LIFE (TRIM) negotiated charge,UHC VA CCN (UHV) negotiated charge,UNITED HEALTHCARE (UHC) negotiated charge,UNITED HEALTHCARE EXCHANG (UHCZ) negotiated charge,UNITED HLTHCARE MEDICARE (UHCM) negotiated charge,VIVA HEALTH (VIH) negotiated charge,VIVA MEDICARE (VIVM) negotiated charge,WELLCARE MEDICARE (WLCM) negotiated charge
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Hip fracture,CMG 0702-D,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$13874.68,$16323.15,Note 3,$16323.15,Note 3,Note 3,$16323.15,Note 3,Note 3,$15507.00,Note 3,Note 3,Note 3,$16323.15,Note 3,$16323.15,$16323.15,Note 3,$16323.15,Note 3,$16323.15,$16323.15,$16323.15,Note 3,Note 3,$15507.00,Note 3,$13874.68,$16323.15
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Hip fracture,CMG 0703-A,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$15764.24,$18546.16,Note 3,$18546.16,Note 3,Note 3,$18546.16,Note 3,Note 3,$17618.86,Note 3,Note 3,Note 3,$18546.16,Note 3,$18546.16,$18546.16,Note 3,$18546.16,Note 3,$18546.16,$18546.16,$18546.16,Note 3,Note 3,$17618.86,Note 3,$15764.24,$18546.16
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Hip fracture,CMG 0703-B,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$23284.58,$27393.62,Note 3,$27393.62,Note 3,Note 3,$27393.62,Note 3,Note 3,$26023.94,Note 3,Note 3,Note 3,$27393.62,Note 3,$27393.62,$27393.62,Note 3,$27393.62,Note 3,$27393.62,$27393.62,$27393.62,Note 3,Note 3,$26023.94,Note 3,$23284.58,$27393.62
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Hip fracture,CMG 0703-C,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$18011.91,$21190.48,Note 3,$21190.48,Note 3,Note 3,$21190.48,Note 3,Note 3,$20130.96,Note 3,Note 3,Note 3,$21190.48,Note 3,$21190.48,$21190.48,Note 3,$21190.48,Note 3,$21190.48,$21190.48,$21190.48,Note 3,Note 3,$20130.96,Note 3,$18011.91,$21190.48
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Hip fracture,CMG 0703-D,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$17062.24,$20073.22,Note 3,$20073.22,Note 3,Note 3,$20073.22,Note 3,Note 3,$19069.56,Note 3,Note 3,Note 3,$20073.22,Note 3,$20073.22,$20073.22,Note 3,$20073.22,Note 3,$20073.22,$20073.22,$20073.22,Note 3,Note 3,$19069.56,Note 3,$17062.24,$20073.22
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Hip fracture,CMG 0704-A,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$19257.35,$22655.71,Note 3,$22655.71,Note 3,Note 3,$22655.71,Note 3,Note 3,$21522.92,Note 3,Note 3,Note 3,$22655.71,Note 3,$22655.71,$22655.71,Note 3,$22655.71,Note 3,$22655.71,$22655.71,$22655.71,Note 3,Note 3,$21522.92,Note 3,$19257.35,$22655.71
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Hip fracture,CMG 0704-B,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$28444.81,$33464.48,Note 3,$33464.48,Note 3,Note 3,$33464.48,Note 3,Note 3,$31791.26,Note 3,Note 3,Note 3,$33464.48,Note 3,$33464.48,$33464.48,Note 3,$33464.48,Note 3,$33464.48,$33464.48,$33464.48,Note 3,Note 3,$31791.26,Note 3,$28444.81,$33464.48
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Hip fracture,CMG 0704-C,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$22003.69,$25886.69,Note 3,$25886.69,Note 3,Note 3,$25886.69,Note 3,Note 3,$24592.36,Note 3,Note 3,Note 3,$25886.69,Note 3,$25886.69,$25886.69,Note 3,$25886.69,Note 3,$25886.69,$25886.69,$25886.69,Note 3,Note 3,$24592.36,Note 3,$22003.69,$25886.69
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Hip fracture,CMG 0704-D,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$20843.80,$24522.12,Note 3,$24522.12,Note 3,Note 3,$24522.12,Note 3,Note 3,$23296.01,Note 3,Note 3,Note 3,$24522.12,Note 3,$24522.12,$24522.12,Note 3,$24522.12,Note 3,$24522.12,$24522.12,$24522.12,Note 3,Note 3,$23296.01,Note 3,$20843.80,$24522.12
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Replacement of lower extremity joint,CMG 0801-A,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$10138.34,$11927.46,Note 3,$11927.46,Note 3,Note 3,$11927.46,Note 3,Note 3,$11331.09,Note 3,Note 3,Note 3,$11927.46,Note 3,$11927.46,$11927.46,Note 3,$11927.46,Note 3,$11927.46,$11927.46,$11927.46,Note 3,Note 3,$11331.09,Note 3,$10138.34,$11927.46
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Replacement of lower extremity joint,CMG 0801-B,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$14858.57,$17480.67,Note 3,$17480.67,Note 3,Note 3,$17480.67,Note 3,Note 3,$16606.64,Note 3,Note 3,Note 3,$17480.67,Note 3,$17480.67,$17480.67,Note 3,$17480.67,Note 3,$17480.67,$17480.67,$17480.67,Note 3,Note 3,$16606.64,Note 3,$14858.57,$17480.67
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Replacement of lower extremity joint,CMG 0801-C,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$11922.79,$14026.81,Note 3,$14026.81,Note 3,Note 3,$14026.81,Note 3,Note 3,$13325.47,Note 3,Note 3,Note 3,$14026.81,Note 3,$14026.81,$14026.81,Note 3,$14026.81,Note 3,$14026.81,$14026.81,$14026.81,Note 3,Note 3,$13325.47,Note 3,$11922.79,$14026.81
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Replacement of lower extremity joint,CMG 0801-D,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$10870.46,$12788.77,Note 3,$12788.77,Note 3,Note 3,$12788.77,Note 3,Note 3,$12149.33,Note 3,Note 3,Note 3,$12788.77,Note 3,$12788.77,$12788.77,Note 3,$12788.77,Note 3,$12788.77,$12788.77,$12788.77,Note 3,Note 3,$12149.33,Note 3,$10870.46,$12788.77
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Replacement of lower extremity joint,CMG 0802-A,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$11493.79,$13522.11,Note 3,$13522.11,Note 3,Note 3,$13522.11,Note 3,Note 3,$12846.00,Note 3,Note 3,Note 3,$13522.11,Note 3,$13522.11,$13522.11,Note 3,$13522.11,Note 3,$13522.11,$13522.11,$13522.11,Note 3,Note 3,$12846.00,Note 3,$11493.79,$13522.11
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Replacement of lower extremity joint,CMG 0802-B,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$16845.91,$19818.71,Note 3,$19818.71,Note 3,Note 3,$19818.71,Note 3,Note 3,$18827.78,Note 3,Note 3,Note 3,$19818.71,Note 3,$19818.71,$19818.71,Note 3,$19818.71,Note 3,$19818.71,$19818.71,$19818.71,Note 3,Note 3,$18827.78,Note 3,$16845.91,$19818.71
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Replacement of lower extremity joint,CMG 0802-C,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$13517.79,$15903.28,Note 3,$15903.28,Note 3,Note 3,$15903.28,Note 3,Note 3,$15108.12,Note 3,Note 3,Note 3,$15903.28,Note 3,$15903.28,$15903.28,Note 3,$15903.28,Note 3,$15903.28,$15903.28,$15903.28,Note 3,Note 3,$15108.12,Note 3,$13517.79,$15903.28
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Replacement of lower extremity joint,CMG 0802-D,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$12323.68,$14498.45,Note 3,$14498.45,Note 3,Note 3,$14498.45,Note 3,Note 3,$13773.52,Note 3,Note 3,Note 3,$14498.45,Note 3,$14498.45,$14498.45,Note 3,$14498.45,Note 3,$14498.45,$14498.45,$14498.45,Note 3,Note 3,$13773.52,Note 3,$12323.68,$14498.45
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Replacement of lower extremity joint,CMG 0803-A,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$12794.24,$15052.04,Note 3,$15052.04,Note 3,Note 3,$15052.04,Note 3,Note 3,$14299.44,Note 3,Note 3,Note 3,$15052.04,Note 3,$15052.04,$15052.04,Note 3,$15052.04,Note 3,$15052.04,$15052.04,$15052.04,Note 3,Note 3,$14299.44,Note 3,$12794.24,$15052.04
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Replacement of lower extremity joint,CMG 0803-B,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$18750.13,$22058.98,Note 3,$22058.98,Note 3,Note 3,$22058.98,Note 3,Note 3,$20956.03,Note 3,Note 3,Note 3,$22058.98,Note 3,$22058.98,$22058.98,Note 3,$22058.98,Note 3,$22058.98,$22058.98,$22058.98,Note 3,Note 3,$20956.03,Note 3,$18750.13,$22058.98
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Replacement of lower extremity joint,CMG 0803-C,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$15045.57,$17700.67,Note 3,$17700.67,Note 3,Note 3,$17700.67,Note 3,Note 3,$16815.64,Note 3,Note 3,Note 3,$17700.67,Note 3,$17700.67,$17700.67,Note 3,$17700.67,Note 3,$17700.67,$17700.67,$17700.67,Note 3,Note 3,$16815.64,Note 3,$15045.57,$17700.67
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Replacement of lower extremity joint,CMG 0803-D,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$13717.01,$16137.66,Note 3,$16137.66,Note 3,Note 3,$16137.66,Note 3,Note 3,$15330.78,Note 3,Note 3,Note 3,$16137.66,Note 3,$16137.66,$16137.66,Note 3,$16137.66,Note 3,$16137.66,$16137.66,$16137.66,Note 3,Note 3,$15330.78,Note 3,$13717.01,$16137.66
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Replacement of lower extremity joint,CMG 0804-A,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$14333.01,$16862.37,Note 3,$16862.37,Note 3,Note 3,$16862.37,Note 3,Note 3,$16019.25,Note 3,Note 3,Note 3,$16862.37,Note 3,$16862.37,$16862.37,Note 3,$16862.37,Note 3,$16862.37,$16862.37,$16862.37,Note 3,Note 3,$16019.25,Note 3,$14333.01,$16862.37
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Replacement of lower extremity joint,CMG 0804-B,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$21006.36,$24713.36,Note 3,$24713.36,Note 3,Note 3,$24713.36,Note 3,Note 3,$23477.69,Note 3,Note 3,Note 3,$24713.36,Note 3,$24713.36,$24713.36,Note 3,$24713.36,Note 3,$24713.36,$24713.36,$24713.36,Note 3,Note 3,$23477.69,Note 3,$21006.36,$24713.36
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Replacement of lower extremity joint,CMG 0804-C,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$16855.68,$19830.22,Note 3,$19830.22,Note 3,Note 3,$19830.22,Note 3,Note 3,$18838.71,Note 3,Note 3,Note 3,$19830.22,Note 3,$19830.22,$19830.22,Note 3,$19830.22,Note 3,$19830.22,$19830.22,$19830.22,Note 3,Note 3,$18838.71,Note 3,$16855.68,$19830.22
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Replacement of lower extremity joint,CMG 0804-D,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$15368.24,$18080.28,Note 3,$18080.28,Note 3,Note 3,$18080.28,Note 3,Note 3,$17176.27,Note 3,Note 3,Note 3,$18080.28,Note 3,$18080.28,$18080.28,Note 3,$18080.28,Note 3,$18080.28,$18080.28,$18080.28,Note 3,Note 3,$17176.27,Note 3,$15368.24,$18080.28
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Replacement of lower extremity joint,CMG 0805-A,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$17190.57,$20224.20,Note 3,$20224.20,Note 3,Note 3,$20224.20,Note 3,Note 3,$19212.99,Note 3,Note 3,Note 3,$20224.20,Note 3,$20224.20,$20224.20,Note 3,$20224.20,Note 3,$20224.20,$20224.20,$20224.20,Note 3,Note 3,$19212.99,Note 3,$17190.57,$20224.20
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Replacement of lower extremity joint,CMG 0805-B,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$25193.69,$29639.64,Note 3,$29639.64,Note 3,Note 3,$29639.64,Note 3,Note 3,$28157.66,Note 3,Note 3,Note 3,$29639.64,Note 3,$29639.64,$29639.64,Note 3,$29639.64,Note 3,$29639.64,$29639.64,$29639.64,Note 3,Note 3,$28157.66,Note 3,$25193.69,$29639.64
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Replacement of lower extremity joint,CMG 0805-C,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$20215.58,$23783.03,Note 3,$23783.03,Note 3,Note 3,$23783.03,Note 3,Note 3,$22593.88,Note 3,Note 3,Note 3,$23783.03,Note 3,$23783.03,$23783.03,Note 3,$23783.03,Note 3,$23783.03,$23783.03,$23783.03,Note 3,Note 3,$22593.88,Note 3,$20215.58,$23783.03
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Replacement of lower extremity joint,CMG 0805-D,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$18431.13,$21683.68,Note 3,$21683.68,Note 3,Note 3,$21683.68,Note 3,Note 3,$20599.50,Note 3,Note 3,Note 3,$21683.68,Note 3,$21683.68,$21683.68,Note 3,$21683.68,Note 3,$21683.68,$21683.68,$21683.68,Note 3,Note 3,$20599.50,Note 3,$18431.13,$21683.68
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Orthopedic - other,CMG 0901-A,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$10032.01,$11802.37,Note 3,$11802.37,Note 3,Note 3,$11802.37,Note 3,Note 3,$11212.25,Note 3,Note 3,Note 3,$11802.37,Note 3,$11802.37,$11802.37,Note 3,$11802.37,Note 3,$11802.37,$11802.37,$11802.37,Note 3,Note 3,$11212.25,Note 3,$10032.01,$11802.37
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Orthopedic - other,CMG 0901-B,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$14687.46,$17279.36,Note 3,$17279.36,Note 3,Note 3,$17279.36,Note 3,Note 3,$16415.40,Note 3,Note 3,Note 3,$17279.36,Note 3,$17279.36,$17279.36,Note 3,$17279.36,Note 3,$17279.36,$17279.36,$17279.36,Note 3,Note 3,$16415.40,Note 3,$14687.46,$17279.36
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Orthopedic - other,CMG 0901-C,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$11763.90,$13839.88,Note 3,$13839.88,Note 3,Note 3,$13839.88,Note 3,Note 3,$13147.89,Note 3,Note 3,Note 3,$13839.88,Note 3,$13839.88,$13839.88,Note 3,$13839.88,Note 3,$13839.88,$13839.88,$13839.88,Note 3,Note 3,$13147.89,Note 3,$11763.90,$13839.88
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Orthopedic - other,CMG 0901-D,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$10964.57,$12899.49,Note 3,$12899.49,Note 3,Note 3,$12899.49,Note 3,Note 3,$12254.52,Note 3,Note 3,Note 3,$12899.49,Note 3,$12899.49,$12899.49,Note 3,$12899.49,Note 3,$12899.49,$12899.49,$12899.49,Note 3,Note 3,$12254.52,Note 3,$10964.57,$12899.49
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Orthopedic - other,CMG 0902-A,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$12494.79,$14699.75,Note 3,$14699.75,Note 3,Note 3,$14699.75,Note 3,Note 3,$13964.77,Note 3,Note 3,Note 3,$14699.75,Note 3,$14699.75,$14699.75,Note 3,$14699.75,Note 3,$14699.75,$14699.75,$14699.75,Note 3,Note 3,$13964.77,Note 3,$12494.79,$14699.75
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Orthopedic - other,CMG 0902-B,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$18293.02,$21521.20,Note 3,$21521.20,Note 3,Note 3,$21521.20,Note 3,Note 3,$20445.14,Note 3,Note 3,Note 3,$21521.20,Note 3,$21521.20,$21521.20,Note 3,$21521.20,Note 3,$21521.20,$21521.20,$21521.20,Note 3,Note 3,$20445.14,Note 3,$18293.02,$21521.20
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Orthopedic - other,CMG 0902-C,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$14652.02,$17237.67,Note 3,$17237.67,Note 3,Note 3,$17237.67,Note 3,Note 3,$16375.78,Note 3,Note 3,Note 3,$17237.67,Note 3,$17237.67,$17237.67,Note 3,$17237.67,Note 3,$17237.67,$17237.67,$17237.67,Note 3,Note 3,$16375.78,Note 3,$14652.02,$17237.67
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Orthopedic - other,CMG 0902-D,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$13655.90,$16065.77,Note 3,$16065.77,Note 3,Note 3,$16065.77,Note 3,Note 3,$15262.48,Note 3,Note 3,Note 3,$16065.77,Note 3,$16065.77,$16065.77,Note 3,$16065.77,Note 3,$16065.77,$16065.77,$16065.77,Note 3,Note 3,$15262.48,Note 3,$13655.90,$16065.77
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Orthopedic - other,CMG 0903-A,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$14920.90,$17554.01,Note 3,$17554.01,Note 3,Note 3,$17554.01,Note 3,Note 3,$16676.31,Note 3,Note 3,Note 3,$17554.01,Note 3,$17554.01,$17554.01,Note 3,$17554.01,Note 3,$17554.01,$17554.01,$17554.01,Note 3,Note 3,$16676.31,Note 3,$14920.90,$17554.01
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Orthopedic - other,CMG 0903-B,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$21844.80,$25699.77,Note 3,$25699.77,Note 3,Note 3,$25699.77,Note 3,Note 3,$24414.78,Note 3,Note 3,Note 3,$25699.77,Note 3,$25699.77,$25699.77,Note 3,$25699.77,Note 3,$25699.77,$25699.77,$25699.77,Note 3,Note 3,$24414.78,Note 3,$21844.80,$25699.77
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Orthopedic - other,CMG 0903-C,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$17496.13,$20583.68,Note 3,$20583.68,Note 3,Note 3,$20583.68,Note 3,Note 3,$19554.50,Note 3,Note 3,Note 3,$20583.68,Note 3,$20583.68,$20583.68,Note 3,$20583.68,Note 3,$20583.68,$20583.68,$20583.68,Note 3,Note 3,$19554.50,Note 3,$17496.13,$20583.68
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Orthopedic - other,CMG 0903-D,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$16308.13,$19186.03,Note 3,$19186.03,Note 3,Note 3,$19186.03,Note 3,Note 3,$18226.73,Note 3,Note 3,Note 3,$19186.03,Note 3,$19186.03,$19186.03,Note 3,$19186.03,Note 3,$19186.03,$19186.03,$19186.03,Note 3,Note 3,$18226.73,Note 3,$16308.13,$19186.03
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Orthopedic - other,CMG 0904-A,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$17878.69,$21033.75,Note 3,$21033.75,Note 3,Note 3,$21033.75,Note 3,Note 3,$19982.06,Note 3,Note 3,Note 3,$21033.75,Note 3,$21033.75,$21033.75,Note 3,$21033.75,Note 3,$21033.75,$21033.75,$21033.75,Note 3,Note 3,$19982.06,Note 3,$17878.69,$21033.75
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Orthopedic - other,CMG 0904-B,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$26175.14,$30794.28,Note 3,$30794.28,Note 3,Note 3,$30794.28,Note 3,Note 3,$29254.57,Note 3,Note 3,Note 3,$30794.28,Note 3,$30794.28,$30794.28,Note 3,$30794.28,Note 3,$30794.28,$30794.28,$30794.28,Note 3,Note 3,$29254.57,Note 3,$26175.14,$30794.28
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Orthopedic - other,CMG 0904-C,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$20964.80,$24664.47,Note 3,$24664.47,Note 3,Note 3,$24664.47,Note 3,Note 3,$23431.25,Note 3,Note 3,Note 3,$24664.47,Note 3,$24664.47,$24664.47,Note 3,$24664.47,Note 3,$24664.47,$24664.47,$24664.47,Note 3,Note 3,$23431.25,Note 3,$20964.80,$24664.47
